bilk	2	1	1	3	0.3333333333333333
bong	2	1	1	3	0.3333333333333333
lage	411	30	26	416	0.0625
billed	426	2	2	427	0.00468384074941452
hook	13	13	12	15	0.8
liard	44	5	5	45	0.1111111111111111
liards	1	1	1	2	0.5
lion	303	33	32	305	0.10491803278688525
boy	1239	25	25	1240	0.020161290322580645
lobed	444	5	5	445	0.011235955056179775
sted	665	5	5	666	0.0075075075075075074
bral	1716	15	15	1717	0.008736167734420501
bine	243	18	18	244	0.07377049180327869
bing	1385	16	16	1386	0.011544011544011544
dide	138	6	6	139	0.04316546762589928
bink	2	1	1	3	0.3333333333333333
phor	204	5	5	205	0.024390243902439025
plast	32	18	18	33	0.5454545454545454
gan	1014	35	35	1015	0.034482758620689655
plane	124	9	9	125	0.072
pont	5	2	2	6	0.3333333333333333
prism	671	3	3	672	0.004464285714285714
birch	1	1	1	2	0.5
call	13	6	5	15	0.3333333333333333
reme	60	13	7	67	0.1044776119402985
birk	2	1	1	3	0.3333333333333333
kie	91	6	6	92	0.06521739130434782
birl	2	1	1	3	0.3333333333333333
law	5	15	5	16	0.3125
birr	1	1	1	2	0.5
birse	45	1	1	46	0.021739130434782608
birt	1	1	1	2	0.5
mark	19	18	18	20	0.9
place	85	11	11	86	0.12790697674418605
bis	57	8	8	58	0.13793103448275862
cuit	82	2	2	83	0.024096385542168676
bise	63	2	2	64	0.03125
sect	15	12	12	16	0.75
seye	57	2	2	58	0.034482758620689655
bish	388	12	12	389	0.030848329048843187
bisk	2	1	1	3	0.3333333333333333
smare	78	1	1	79	0.012658227848101266
bisque	57	1	1	58	0.017241379310344827
uled	428	10	4	435	0.009195402298850575
tort	9	8	8	10	0.8
phate	774	19	19	775	0.024516129032258065
phide	152	14	14	153	0.0915032679738562
bitch	3	1	1	4	0.25
bump	3	3	3	4	0.75
ters	14	2	2	15	0.13333333333333333
sweet	181	3	3	182	0.016483516483516484
tock	12	34	6	41	0.14634146341463414
bitts	1	1	1	2	0.5
tumed	421	1	1	422	0.002369668246445498
valve	58	12	12	59	0.2033898305084746
valved	421	2	2	422	0.004739336492890996
ouac	65	1	1	66	0.015151515151515152
wreye	56	1	1	57	0.017543859649122806
zarre	70	1	1	71	0.014084507042253521
zet	179	4	4	180	0.022222222222222223
blab	7	1	1	8	0.125
black	14	6	6	15	0.4
moor	203	6	5	205	0.024390243902439025
cap	23	21	21	24	0.875
coat	39	14	13	41	0.3170731707317073
feet	179	3	3	180	0.016666666666666666
heart	8	7	7	9	0.7777777777777778
lead	47	14	5	57	0.08771929824561403
leg	7	9	7	10	0.7
poll	9	7	7	10	0.7
blacks	1	1	1	2	0.5
smith	13	12	12	14	0.8571428571428571
strap	21	2	2	22	0.09090909090909091
thorn	32	8	8	33	0.24242424242424243
blade	101	3	3	102	0.029411764705882353
blague	64	1	1	65	0.015384615384615385
blain	155	2	2	156	0.01282051282051282
blame	55	2	2	56	0.03571428571428571
blanc	1	1	1	2	0.5
card	40	8	7	42	0.16666666666666666
blanch	3	2	2	4	0.5
mange	62	2	2	63	0.031746031746031744
bland	72	1	1	73	0.0136986301369863
quous	1154	9	9	1155	0.007792207792207792
dise	68	7	7	69	0.10144927536231885
blank	2	1	1	3	0.3333333333333333
blare	76	1	1	77	0.012987012987012988
pheme	57	3	3	58	0.05172413793103448
coele	121	12	12	122	0.09836065573770492
pore	82	38	12	109	0.11009174311926606
tule	162	10	10	163	0.06134969325153374
blat	31	1	1	32	0.03125
skite	418	3	3	419	0.007159904534606206
bok	12	12	12	13	0.9230769230769231
blay	1246	1	1	1247	0.0008019246190858059
blea	898	1	1	899	0.0011123470522803114
bleach	10	1	1	11	0.09090909090909091
bleached	424	1	1	425	0.002352941176470588
bleak	7	1	1	8	0.125
blear	54	1	1	55	0.01818181818181818
bleared	429	1	1	430	0.002325581395348837
bleat	31	2	2	32	0.0625
bleb	3	1	1	4	0.25
bleck	2	1	1	3	0.3333333333333333
bled	433	9	9	434	0.020737327188940093
blee	99	1	1	100	0.01
blench	2	1	1	3	0.3333333333333333
blend	13	1	1	14	0.07142857142857142
blende	60	3	3	61	0.04918032786885246
blenk	1	1	1	2	0.5
blent	278	1	1	279	0.0035842293906810036
bless	822	6	6	823	0.007290400972053463
blest	29	1	1	30	0.03333333333333333
blet	393	7	7	394	0.017766497461928935
blew	14	1	1	15	0.06666666666666667
bleyme	53	1	1	54	0.018518518518518517
ey	1246	171	32	1386	0.023088023088023088
blight	30	1	1	31	0.03225806451612903
blin	261	1	1	262	0.003816793893129771
blind	9	6	6	10	0.6
blink	12	3	3	13	0.23076923076923078
blirt	1	1	1	2	0.5
bliss	3	1	1	4	0.25
blite	581	1	1	582	0.001718213058419244
blithe	47	1	1	48	0.020833333333333332
blive	214	1	1	215	0.004651162790697674
zard	39	6	6	40	0.15
bloat	27	1	1	28	0.03571428571428571
blob	3	1	1	4	0.25
cage	395	10	10	396	0.025252525252525252
block	54	4	4	55	0.07272727272727272
blond	7	1	1	8	0.125
blonde	59	1	1	60	0.016666666666666666
shed	427	21	5	444	0.01126126126126126
shot	57	17	17	58	0.29310344827586204
stroke	56	9	9	57	0.15789473684210525
ulf	1	4	1	5	0.2
wite	415	8	5	419	0.011933174224343675
bones	74	6	6	75	0.08
blooth	6	1	1	7	0.14285714285714285
blore	76	1	1	77	0.012987012987012988
blotch	1	1	1	2	0.5
blotched	424	1	1	425	0.002352941176470588
blote	125	1	1	126	0.007936507936507936
tesque	68	4	4	69	0.057971014492753624
blouse	52	1	1	53	0.018867924528301886
blow	74	7	7	75	0.09333333333333334
fly	4149	20	20	4150	0.004819277108433735
blown	8	4	4	9	0.4444444444444444
blowse	46	1	1	47	0.02127659574468085
blowth	2	1	1	3	0.3333333333333333
tube	56	2	2	57	0.03508771929824561
blowze	43	1	1	44	0.022727272727272728
blowzed	421	1	1	422	0.002369668246445498
blub	2	1	1	3	0.3333333333333333
bered	455	8	8	456	0.017543859649122806
cher	2856	8	8	2857	0.00280014000700035
eon	207	28	10	226	0.04424778761061947
blue	53	1	1	54	0.018518518518518517
berry	2619	1	1	2620	0.0003816793893129771
print	13	13	12	15	0.8
throat	34	8	8	35	0.22857142857142856
ets	3	9	3	10	0.3
bluff	2	1	1	3	0.3333333333333333
buss	3	3	3	4	0.75
blunge	62	1	1	63	0.015873015873015872
blunt	3	1	1	4	0.25
blur	3	1	1	4	0.25
blurt	1	1	1	2	0.5
boar	52	1	1	53	0.018867924528301886
boast	11	1	1	12	0.08333333333333333
boat	48	22	22	49	0.4489795918367347
swain	150	5	5	151	0.033112582781456956
bob	5	4	4	6	0.6666666666666666
bance	282	2	2	283	0.007067137809187279
link	9	13	8	15	0.5333333333333333
sled	428	6	4	431	0.009280742459396751
tailed	429	4	4	430	0.009302325581395349
white	413	3	3	414	0.007246376811594203
boce	52	1	1	53	0.018867924528301886
bodge	59	1	1	60	0.016666666666666666
sat	29	3	3	30	0.1
iced	425	17	5	438	0.01141552511415525
dock	22	16	16	23	0.6956521739130435
boer	2844	1	1	2845	0.000351493848857645
bog	1	1	1	2	0.5
gey	1248	3	2	1250	0.0016
glish	387	1	1	388	0.002577319587628866
gie	95	10	10	96	0.10416666666666667
bogue	66	3	3	67	0.04477611940298507
hea	897	1	1	898	0.0011135857461024498
boil	49	9	9	50	0.18
boiled	427	1	1	428	0.002336448598130841
boist	517	1	1	518	0.0019305019305019305
boke	47	1	1	48	0.020833333333333332
bold	10	3	3	11	0.2727272727272727
bolete	123	1	1	124	0.008064516129032258
boll	4	2	2	5	0.4
ists	1	1	1	2	0.5
boln	2	2	2	3	0.6666666666666666
gna	1096	3	3	1097	0.0027347310847766638
gnese	72	1	1	73	0.0136986301369863
gnian	1006	1	1	1007	0.0009930486593843098
stered	462	2	2	463	0.004319654427645789
rope	70	27	9	89	0.10112359550561797
sprit	90	3	3	91	0.03296703296703297
bom	21	1	1	22	0.045454545454545456
bomb	2	2	2	3	0.6666666666666666
dier	2863	5	5	2864	0.0017458100558659217
bax	7	1	1	8	0.125
shell	21	12	12	22	0.5454545454545454
cid	114	20	20	115	0.17391304347826086
byx	3	1	1	4	0.25
nair	5	2	2	6	0.3333333333333333
bonce	53	1	1	54	0.018518518518518517
duc	1	1	1	2	0.5
mie	90	5	5	91	0.054945054945054944
face	74	14	14	75	0.18666666666666668
naz	1	1	1	2	0.5
bonne	85	1	1	86	0.011627906976744186
nie	93	8	8	94	0.0851063829787234
lass	10	20	4	27	0.14814814814814814
spiel	175	4	4	176	0.022727272727272728
ze	42	825	4	864	0.004629629629629629
boodh	1	1	1	2	0.5
hoe	48	11	4	56	0.07142857142857142
book	26	25	25	27	0.9259259259259259
case	63	17	17	64	0.265625
booked	423	2	2	424	0.0047169811320754715
plate	1138	16	16	1139	0.014047410008779631
shelf	4	3	3	5	0.6
shop	23	10	10	24	0.4166666666666667
stall	22	12	12	23	0.5217391304347826
store	78	7	7	79	0.08860759493670886
boom	24	4	4	25	0.16
das	45	5	5	46	0.10869565217391304
ang	5	59	5	60	0.08333333333333333
rah	22	10	10	23	0.43478260869565216
boor	199	1	1	200	0.005
boort	2	1	1	3	0.3333333333333333
boose	87	5	5	88	0.056818181818181816
boost	6	1	1	7	0.14285714285714285
boot	40	2	2	41	0.04878048780487805
booth	8	3	3	9	0.3333333333333333
hale	117	9	6	121	0.049586776859504134
hose	84	11	2	94	0.02127659574468085
jack	11	9	9	12	0.75
lick	11	9	5	16	0.3125
boots	2	2	2	3	0.6666666666666666
ping	1403	35	34	1405	0.024199288256227757
booze	45	2	2	46	0.043478260869565216
peep	4	3	3	5	0.6
mez	2	1	1	3	0.3333333333333333
rax	22	19	16	26	0.6153846153846154
rygm	1	1	1	2	0.5
deaux	1	1	1	2	0.5
lais	52	5	3	55	0.05454545454545454
bore	79	9	9	80	0.1125
ree	110	61	21	151	0.1390728476821192
borne	86	2	2	87	0.022988505747126436
ough	6	30	5	32	0.15625
bos	9	1	1	10	0.1
bosh	3	3	3	4	0.75
vark	3	2	2	4	0.5
bosk	3	2	2	4	0.5
kage	388	3	3	389	0.007712082262210797
omed	420	9	1	429	0.002331002331002331
boss	4	3	3	5	0.6
bossed	421	2	2	422	0.004739336492890996
tryx	8	1	1	9	0.1111111111111111
botch	1	1	1	2	0.5
bote	130	12	12	131	0.0916030534351145
both	6	1	1	7	0.14285714285714285
bots	1	1	1	2	0.5
screw	21	6	6	22	0.2727272727272727
tling	1546	13	13	1547	0.008403361344537815
botts	1	1	1	2	0.5
bouche	54	2	2	55	0.03636363636363636
boud	1	1	1	2	0.5
doir	4	1	1	5	0.2
bouffe	39	1	1	40	0.025
bouge	61	1	1	62	0.016129032258064516
bough	7	1	1	8	0.125
illi	104	1	1	105	0.009523809523809525
illon	258	1	1	259	0.003861003861003861
bouk	2	2	2	3	0.6666666666666666
boul	5	1	1	6	0.16666666666666666
boule	153	1	1	154	0.006493506493506494
vard	34	1	1	35	0.02857142857142857
boult	2	1	1	3	0.3333333333333333
boun	5	1	1	6	0.16666666666666666
bounce	56	1	1	57	0.017543859649122806
cing	1396	27	27	1397	0.019327129563350035
bour	19	5	5	20	0.25
bourd	1	1	1	2	0.5
geois	53	2	2	54	0.037037037037037035
sie	92	7	7	93	0.07526881720430108
bourn	6	2	2	7	0.2857142857142857
bourse	45	1	1	46	0.021739130434782608
bouse	50	1	1	51	0.0196078431372549
bousy	1322	1	1	1323	0.0007558578987150416
feu	4	2	2	5	0.4
vid	100	6	6	101	0.0594059405940594
bow	29	16	16	30	0.5333333333333333
wer	2844	3	1	2847	0.00035124692658939234
bowge	59	1	1	60	0.016666666666666666
knot	51	8	8	52	0.15384615384615385
bowl	6	3	3	7	0.42857142857142855
bowls	1	1	1	2	0.5
bowne	85	1	1	86	0.011627906976744186
bowse	46	1	1	47	0.02127659574468085
sen	289	14	14	290	0.04827586206896552
string	1405	12	12	1406	0.008534850640113799
stringed	438	2	2	439	0.004555808656036446
wow	15	2	2	16	0.125
yer	2852	9	9	2853	0.0031545741324921135
haul	13	10	9	15	0.6
yar	52	3	2	54	0.037037037037037035
au	4	48	3	50	0.06
cott	1	1	1	2	0.5
brace	79	10	10	80	0.125
dome	66	11	11	67	0.16417910447761194
chrone	113	3	3	114	0.02631578947368421
brack	17	1	1	18	0.05555555555555555
bract	24	1	1	25	0.04
brad	46	1	1	47	0.02127659574468085
doon	206	4	4	207	0.01932367149758454
brae	40	1	1	41	0.024390243902439025
brag	7	2	2	8	0.25
cio	90	3	3	91	0.03296703296703297
gart	2	1	1	3	0.3333333333333333
brail	51	1	1	52	0.019230769230769232
braille	109	1	1	110	0.00909090909090909
brain	156	7	7	157	0.044585987261146494
brained	428	4	4	429	0.009324009324009324
braise	68	3	3	69	0.043478260869565216
brait	82	1	1	83	0.012048192771084338
braize	460	1	1	461	0.0021691973969631237
brame	53	1	1	54	0.018518518518518517
bran	1006	1	1	1007	0.0009930486593843098
poda	1028	1	1	1029	0.0009718172983479105
tege	60	3	2	62	0.03225806451612903
brand	20	4	4	21	0.19047619047619047
burg	7	7	7	8	0.875
died	440	4	4	441	0.009070294784580499
wine	228	13	3	239	0.012552301255230125
brank	8	2	2	9	0.2222222222222222
sle	116	14	10	121	0.08264462809917356
brash	9	2	2	10	0.2
sier	2869	11	11	2870	0.003832752613240418
brasque	57	1	1	58	0.017241379310344827
brass	12	1	1	13	0.07692307692307693
brasse	47	1	1	48	0.020833333333333332
brast	10	1	1	11	0.09090909090909091
brat	36	1	1	37	0.02702702702702703
sche	53	2	1	55	0.01818181818181818
vade	85	6	6	86	0.06976744186046512
brave	51	3	3	52	0.057692307692307696
vo	86	11	10	88	0.11363636363636363
braw	2	1	1	3	0.3333333333333333
brawl	3	1	1	4	0.25
brawn	3	2	2	4	0.5
brawned	424	1	1	425	0.002352941176470588
braze	46	1	1	47	0.02127659574468085
zen	284	9	9	285	0.031578947368421054
zier	2863	5	5	2864	0.0017458100558659217
breach	16	1	1	17	0.058823529411764705
fruit	82	2	2	83	0.024096385542168676
stuff	4	3	3	5	0.6
breadth	6	5	5	7	0.7142857142857143
break	13	8	8	14	0.5714285714285714
fast	19	10	10	20	0.5
neck	7	9	7	10	0.7
bream	12	1	1	13	0.07692307692307693
pin	175	38	34	180	0.18888888888888888
plow	72	5	5	73	0.0684931506849315
rail	50	17	7	61	0.11475409836065574
wheel	181	9	9	182	0.04945054945054945
breath	4	1	1	5	0.2
breathe	50	5	5	51	0.09803921568627451
cia	909	2	2	910	0.002197802197802198
bred	434	10	10	435	0.022988505747126436
brede	65	2	2	66	0.030303030303030304
breech	2	2	2	3	0.6666666666666666
breed	430	8	8	431	0.018561484918793503
breeze	44	2	2	45	0.044444444444444446
hon	199	28	2	226	0.008849557522123894
loque	57	1	1	58	0.017241379310344827
breme	61	1	1	62	0.016129032258064516
bren	289	2	2	290	0.006896551724137931
brent	227	2	2	228	0.008771929824561403
brere	77	2	2	78	0.02564102564102564
brest	32	2	2	33	0.06060606060606061
bret	238	2	2	239	0.008368200836820083
brett	5	1	1	6	0.16666666666666666
breve	51	2	2	52	0.038461538461538464
vet	184	9	9	185	0.04864864864864865
vier	2859	1	1	2860	0.00034965034965034965
brew	14	3	3	15	0.2
bribe	57	2	2	58	0.034482758620689655
brick	13	1	1	14	0.07142857142857142
kiln	3	3	3	4	0.75
brid	118	3	3	119	0.025210084033613446
bride	157	1	1	158	0.006329113924050633
cake	58	12	12	59	0.2033898305084746
groom	53	3	3	54	0.05555555555555555
well	14	16	8	23	0.34782608695652173
pot	61	28	24	66	0.36363636363636365
dler	2921	31	31	2922	0.010609171800136893
brief	3	2	2	4	0.5
ered	447	85	23	510	0.045098039215686274
brig	5	1	1	6	0.16666666666666666
gade	84	5	5	85	0.058823529411764705
bright	14	3	3	15	0.2
gose	87	5	5	88	0.056818181818181816
brigue	65	1	1	66	0.015151515151515152
brike	47	1	1	48	0.020833333333333332
brill	6	1	1	7	0.14285714285714285
liance	283	1	1	284	0.0035211267605633804
liant	230	1	1	231	0.004329004329004329
brills	1	1	1	2	0.5
brim	12	3	3	13	0.23076923076923078
brimmed	420	1	1	421	0.0023752969121140144
ming	1382	13	13	1383	0.009399855386840203
brin	208	4	4	209	0.019138755980861243
dled	427	3	3	428	0.007009345794392523
brine	301	6	6	302	0.019867549668874173
bring	1393	2	2	1394	0.0014347202295552368
brink	4	1	1	5	0.2
oche	53	10	1	63	0.015873015873015872
brisk	5	1	1	6	0.16666666666666666
tly	4135	6	6	4136	0.0014506769825918763
brit	87	2	2	88	0.022727272727272728
ska	922	1	1	923	0.0010834236186348862
brize	490	1	1	491	0.002036659877800407
leaf	8	8	8	9	0.8888888888888888
seal	1589	6	6	1590	0.0037735849056603774
brob	5	1	1	6	0.16666666666666666
chette	133	3	3	134	0.022388059701492536
chure	128	2	2	129	0.015503875968992248
brock	20	1	1	21	0.047619047619047616
brog	2	2	2	3	0.6666666666666666
brogue	69	1	1	70	0.014285714285714285
brogues	40	1	1	41	0.024390243902439025
broid	206	5	5	207	0.024154589371980676
broil	44	3	3	45	0.06666666666666667
broke	48	1	1	49	0.02040816326530612
king	1376	7	7	1377	0.005083514887436456
brome	57	1	1	58	0.017241379310344827
mide	139	7	7	140	0.05
dism	646	13	13	647	0.02009273570324575
dized	435	1	1	436	0.0022935779816513763
crin	206	2	2	207	0.00966183574879227
chi	66	10	9	68	0.1323529411764706
cele	131	22	22	132	0.16666666666666666
brond	4	1	1	5	0.2
bronze	44	2	2	45	0.044444444444444446
brooch	2	1	1	3	0.3333333333333333
broom	51	1	1	52	0.019230769230769232
brow	45	3	3	46	0.06521739130434782
yng	1	4	1	5	0.2
browed	428	1	1	429	0.002331002331002331
brown	6	3	3	7	0.42857142857142855
browse	46	1	1	47	0.02127659574468085
bruh	1	1	1	2	0.5
bruise	63	2	2	64	0.03125
bruit	81	1	1	82	0.012195121951219513
maire	76	2	2	77	0.025974025974025976
brume	56	1	1	57	0.017543859649122806
brun	8	1	1	9	0.1111111111111111
nette	145	17	15	148	0.10135135135135136
brunt	4	1	1	5	0.2
brush	15	9	9	16	0.5625
brusk	2	1	1	3	0.3333333333333333
brusque	57	1	1	58	0.017241379310344827
sels	4	1	1	5	0.2
brut	6	1	1	7	0.14285714285714285
brute	127	3	3	128	0.0234375
tish	397	21	21	398	0.052763819095477386
neer	2881	13	12	2883	0.004162330905306972
taur	7	5	5	8	0.625
ros	25	19	17	28	0.6071428571428571
zite	415	5	5	416	0.01201923076923077
chu	8	3	3	9	0.3333333333333333
buck	8	7	7	9	0.7777777777777778
tooth	13	8	8	14	0.5714285714285714
wheat	36	4	4	37	0.10810810810810811
bud	6	6	6	7	0.8571428571428571
dha	907	1	1	908	0.0011013215859030838
dhism	634	1	1	635	0.0015748031496062992
dhist	520	1	1	521	0.0019193857965451055
budge	59	1	1	60	0.016666666666666666
buff	3	3	3	4	0.75
fo	81	5	5	82	0.06097560975609756
foon	205	3	3	206	0.014563106796116505
gloss	4	2	2	5	0.4
buhl	3	2	2	4	0.5
build	6	5	5	7	0.7142857142857143
built	3	3	3	4	0.75
shish	377	1	1	378	0.0026455026455026454
lau	7	3	3	8	0.375
bulb	1	1	1	2	0.5
bulbed	440	1	1	441	0.0022675736961451248
bose	92	10	10	93	0.10752688172043011
bulge	59	1	1	60	0.016666666666666666
bulk	3	3	3	4	0.75
bull	4	3	3	5	0.6
doze	44	2	2	45	0.044444444444444446
bulled	425	1	1	426	0.002347417840375587
feast	15	3	3	16	0.1875
fight	6	6	6	7	0.8571428571428571
finch	14	12	12	15	0.8
fist	521	5	5	522	0.009578544061302681
frog	3	3	3	4	0.75
pout	22	6	4	25	0.16
rock	19	20	13	27	0.48148148148148145
rush	6	18	6	19	0.3157894736842105
bulse	45	1	1	46	0.021739130434782608
wark	3	2	2	4	0.5
bun	3	2	2	4	0.5
bunch	1	1	1	2	0.5
combe	56	2	2	57	0.03508771929824561
bund	13	8	8	14	0.5714285714285714
rath	7	8	6	10	0.6
bust	5	4	4	6	0.6666666666666666
bunk	1	1	1	2	0.5
kum	486	1	1	487	0.002053388090349076
bunn	1	1	1	2	0.5
nian	1005	3	2	1007	0.0019860973187686196
bunt	2	1	1	3	0.3333333333333333
yon	201	4	4	202	0.019801980198019802
buoy	1215	1	1	1216	0.0008223684210526315
bur	8	6	6	9	0.6666666666666666
gall	14	6	6	15	0.4
gess	112	2	2	113	0.017699115044247787
burgh	4	4	4	5	0.8
brech	1	1	1	2	0.5
glar	426	1	1	427	0.00234192037470726
goo	82	2	2	83	0.024096385542168676
burh	1	1	1	2	0.5
hel	170	7	1	177	0.005649717514124294
burke	46	1	1	47	0.02127659574468085
burl	2	1	1	3	0.3333333333333333
lap	8	13	6	16	0.375
lesque	65	1	1	66	0.015151515151515152
quer	2853	6	6	2854	0.002102312543798178
burned	424	2	2	425	0.004705882352941176
noose	84	2	2	85	0.023529411764705882
burnt	2	2	2	3	0.6666666666666666
burr	1	1	1	2	0.5
bursch	1	1	1	2	0.5
schaft	3	1	1	4	0.25
burse	51	7	7	52	0.1346153846153846
burt	1	1	1	2	0.5
busk	1	1	1	2	0.5
busked	422	1	1	423	0.002364066193853428
kined	425	1	1	426	0.002347417840375587
ky	1222	12	8	1227	0.006519967400162999
butt	2	2	2	3	0.6666666666666666
butte	116	1	1	117	0.008547008547008548
cup	23	10	9	25	0.36
milk	5	4	4	6	0.6666666666666666
weight	11	10	10	12	0.8333333333333334
mold	20	13	13	21	0.6190476190476191
tons	4	2	2	5	0.4
weld	6	4	4	7	0.5714285714285714
ryl	45	9	7	48	0.14583333333333334
buz	1	1	1	2	0.5
bye	41	1	1	42	0.023809523809523808
play	1256	12	11	1258	0.008744038155802861
byre	70	1	1	71	0.014084507042253521
road	51	11	8	55	0.14545454545454545
soid	186	13	13	187	0.06951871657754011
word	12	14	10	17	0.5882352941176471
caas	41	1	1	42	0.023809523809523808
cab	5	2	1	7	0.14285714285714285
sou	7	4	4	8	0.5
bage	390	5	5	391	0.01278772378516624
ai	56	15	1	71	0.014084507042253521
laid	103	8	6	106	0.05660377358490566
boched	424	1	1	425	0.002352941176470588
cache	60	1	1	61	0.01639344262295082
chou	6	2	2	7	0.2857142857142857
cique	61	1	1	62	0.016129032258064516
cack	3	1	1	4	0.25
dyl	44	6	6	45	0.13333333333333333
cad	45	4	3	47	0.06382978723404255
dis	53	4	4	54	0.07407407407407407
dow	22	9	9	23	0.391304347826087
dene	129	8	8	130	0.06153846153846154
cadge	59	1	1	60	0.016666666666666666
lac	70	6	6	71	0.08450704225352113
rans	6	2	2	7	0.2857142857142857
dre	76	7	7	77	0.09090909090909091
fre	71	2	2	72	0.027777777777777776
cag	1	1	1	2	0.5
caged	439	1	1	440	0.0022727272727272726
git	83	3	3	84	0.03571428571428571
mag	2	2	2	3	0.6666666666666666
hier	2859	1	1	2860	0.00034965034965034965
cic	2214	13	13	2215	0.005869074492099322
hoot	40	11	2	50	0.04
cam	13	3	3	14	0.21428571428571427
caird	1	1	1	2	0.5
cairn	1	1	1	2	0.5
tiff	13	6	5	15	0.3333333333333333
put	13	10	9	15	0.6
jole	143	2	2	144	0.013888888888888888
jun	3	2	2	4	0.5
zo	83	7	7	84	0.08333333333333333
mint	6	5	5	7	0.7142857142857143
calced	422	2	2	423	0.004728132387706856
fied	466	30	30	467	0.06423982869379015
drer	2860	1	1	2861	0.0003495281370150297
ends	2	7	2	8	0.25
calf	2	2	2	3	0.6666666666666666
lif	9	3	3	10	0.3
ity	2856	9	9	2857	0.003150157507875394
pash	8	3	3	9	0.3333333333333333
pee	99	10	10	100	0.1
pers	18	6	6	19	0.3157894736842105
liph	4	1	1	5	0.2
calk	1	1	1	2	0.5
lat	30	13	4	40	0.1
calle	107	1	1	108	0.009259259259259259
mucks	1	1	1	2	0.5
lotte	117	2	2	118	0.01694915254237288
calque	57	1	1	58	0.017241379310344827
trop	13	2	1	15	0.06666666666666667
calve	47	1	1	48	0.020833333333333332
calx	1	1	1	2	0.5
lyx	7	5	5	8	0.625
zoons	3	1	1	4	0.25
ieu	3	8	1	11	0.09090909090909091
keeled	436	2	2	437	0.004576659038901602
boge	60	2	2	61	0.03278688524590164
brel	195	8	8	196	0.04081632653061224
bric	2350	7	7	2351	0.0029774564015312634
pard	36	3	3	37	0.08108108108108109
hair	9	11	6	15	0.4
bert	13	4	4	14	0.2857142857142857
sard	37	4	4	38	0.10526315789473684
sole	151	10	10	152	0.06578947368421052
mile	145	4	3	147	0.02040816326530612
flet	389	3	3	390	0.007692307692307693
moused	422	2	2	423	0.004728132387706856
camp	6	7	6	8	0.75
gnol	50	1	1	51	0.0196078431372549
paign	2	2	2	3	0.6666666666666666
paned	424	2	2	425	0.004705882352941176
panes	68	1	1	69	0.014492753623188406
phene	127	8	6	130	0.046153846153846156
phine	235	9	9	236	0.038135593220338986
phire	77	3	3	78	0.038461538461538464
naille	109	2	2	110	0.01818181818181818
nard	40	7	7	41	0.17073170731707318
rese	58	6	4	61	0.06557377049180328
crine	296	2	1	298	0.003355704697986577
croid	203	2	2	204	0.00980392156862745
cand	15	2	2	16	0.125
brum	508	5	5	509	0.009823182711198428
did	100	6	6	101	0.0594059405940594
droy	1220	1	1	1221	0.000819000819000819
tuft	2	2	2	3	0.6666666666666666
caned	423	1	1	424	0.0023584905660377358
cangue	64	1	1	65	0.015384615384615385
kered	448	1	1	449	0.0022271714922048997
noned	426	1	1	427	0.00234192037470726
noe	45	1	1	46	0.021739130434782608
tab	6	3	2	8	0.25
loupe	56	1	1	57	0.017543859649122806
niere	75	2	2	76	0.02631578947368421
toned	427	2	2	428	0.004672897196261682
tred	426	2	2	427	0.00468384074941452
nuck	2	1	1	3	0.3333333333333333
vas	44	4	4	45	0.08888888888888889
vass	8	2	2	9	0.2222222222222222
chouc	1	1	1	2	0.5
cape	59	7	3	64	0.046875
claw	9	4	4	10	0.4
laire	75	4	1	79	0.012658227848101266
tim	15	9	9	16	0.5625
vi	62	7	7	63	0.1111111111111111
poc	4	1	1	5	0.2
poch	2	1	1	3	0.3333333333333333
pon	213	16	16	214	0.07476635514018691
pote	120	2	2	121	0.01652892561983471
pouch	4	3	3	5	0.6
pra	1143	6	6	1144	0.005244755244755245
pri	88	1	1	89	0.011235955056179775
price	78	2	2	79	0.02531645569620253
fole	142	1	1	143	0.006993006993006993
sheaf	2	2	2	3	0.6666666666666666
cum	502	19	17	505	0.033663366336633666
stan	1023	1	1	1024	0.0009765625
sule	154	2	2	155	0.012903225806451613
puched	424	1	1	425	0.002352941176470588
boid	179	6	6	180	0.03333333333333333
ack	2	153	2	154	0.012987012987012988
cul	4	1	1	5	0.2
rafe	39	1	1	40	0.025
geen	286	3	3	287	0.010452961672473868
ranx	1	1	1	2	0.5
pax	8	2	2	9	0.2222222222222222
van	987	8	8	988	0.008097165991902834
nil	43	5	5	44	0.11363636363636363
zol	33	4	4	34	0.11764705882352941
drate	922	5	5	923	0.005417118093174431
ril	43	15	5	54	0.09259259259259259
cass	9	3	3	10	0.3
hos	9	6	1	15	0.06666666666666667
sys	2	1	1	3	0.3333333333333333
mom	21	1	1	22	0.045454545454545456
cu	6	5	5	7	0.7142857142857143
care	76	3	2	78	0.02564102564102564
reen	288	21	5	305	0.01639344262295082
reer	2870	1	1	2871	0.00034831069313827936
rene	131	18	10	140	0.07142857142857142
worn	14	14	12	17	0.7058823529411765
rex	5	5	5	6	0.8333333333333334
carf	1	3	1	4	0.25
goose	88	6	6	89	0.06741573033707865
ib	1	28	1	29	0.034482758620689655
bou	5	2	2	6	0.3333333333333333
cark	2	1	1	3	0.3333333333333333
carl	3	2	2	4	0.5
lings	26	10	5	32	0.15625
gnole	144	1	1	145	0.006896551724137931
ative	839	1	1	840	0.0011904761904761906
fex	4	4	4	5	0.8
